LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
27.533783783783782,26.62575128243188,19.95041920772158,0,3,10.0,10.0,10.0,31.52249806967517,15.294117647058822,35.352112676056336,26.96514580161804
25.608108108108112,19.70967603971954,16.041473790229848,1,2,64.8780487804878,10.0,10.0,29.05017750847257,10.0,27.74647887323944,20.577619174745017
28.648648648648653,32.27612475376553,22.048981671382187,1,0,10.0,10.0,10.0,33.58261249152579,15.294117647058822,35.352112676056336,28.860907874880557
34.12162162162162,13.413545600233466,12.682139238998523,0,2,45.1219512195122,37.0,10.0,19.56804765991208,15.294117647058822,32.816901408450704,21.428802463901
27.33108108108108,23.50089436887244,18.69983689287412,1,3,42.926829268292686,10.0,22.0,22.12674552619934,10.0,27.74647887323944,22.17034624080066
57.02702702702703,31.234807679244856,25.36840627944744,0,2,45.1219512195122,10.0,10.0,27.72424252154525,52.35294117647059,32.816901408450704,27.0578821668687
34.72972972972973,40.26476337590915,28.14437634227258,0,0,10.0,10.0,10.0,20.319926487741085,10.0,58.16901408450705,24.158168770547427
37.66891891891892,54.33103472566398,35.00665755405356,0,2,31.951219512195124,10.0,10.0,18.559744854441803,20.588235294117645,42.95774647887324,28.058998960795684
56.418918918918926,30.289493744449505,26.02267460305292,0,2,45.1219512195122,10.0,10.0,27.03590219499232,52.35294117647059,34.08450704225352,26.680629001904222
30.06756756756757,19.78507473200381,16.985726062584547,0,1,12.195121951219512,10.0,10.0,28.134729612440463,10.0,25.211267605633804,25.110688746938763
17.094594594594597,12.516912502798831,12.651569920828768,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,23.854874857780302
32.39864864864865,31.34756608392224,23.48881778587089,0,3,10.0,10.0,10.0,26.754568143309363,10.0,35.352112676056336,21.661404319892767
19.12162162162162,29.44493782186587,20.40205965498656,0,2,38.53658536585366,10.0,10.0,26.9013078544746,20.588235294117645,30.281690140845072,27.853372225548068
19.527027027027028,26.90606233662988,20.00794896622161,1,3,20.97560975609756,10.0,10.0,16.86133591590606,15.294117647058822,51.83098591549296,26.830829575306574
27.635135135135137,24.287712554121267,18.78920969113431,0,1,14.390243902439025,10.0,10.0,22.38271553460213,10.0,41.69014084507042,21.02769012046813
28.14189189189189,33.805155891890806,23.238531493356007,0,3,25.365853658536587,10.0,10.0,17.039237809017134,10.0,26.47887323943662,23.721891462638293
35.641891891891895,64.07965543527209,36.81587292976015,1,5,25.365853658536587,19.0,10.0,29.6770551978413,25.88235294117647,74.64788732394366,26.478112936421923
24.18918918918919,25.981352849275574,20.438466863779013,0,2,20.97560975609756,10.0,10.0,16.22263709487992,20.588235294117645,26.47887323943662,25.067972772605792
22.466216216216218,24.64364872310289,16.699457135140683,0,3,10.0,10.0,10.0,22.56757877302308,20.588235294117645,53.098591549295776,27.938681395287052
26.722972972972972,26.14188640131627,19.39645645936061,0,2,10.0,10.0,10.0,21.33515400259376,15.294117647058822,32.816901408450704,24.436379467136558
29.358108108108112,19.04263535662801,16.37189839947447,1,1,23.170731707317078,10.0,10.0,19.290446890036783,15.294117647058822,15.070422535211268,17.89810915035342
24.08783783783784,13.117611393580168,12.897716618174828,0,1,12.195121951219512,10.0,10.0,26.257879105157627,10.0,30.281690140845072,10.0
30.472972972972972,31.83709152752165,22.47599683456597,1,0,10.0,10.0,16.0,33.98434206282697,10.0,34.08450704225352,28.50824952741567
46.79054054054055,31.45013547612878,24.60003373003471,0,2,36.34146341463415,10.0,10.0,14.922946162237752,15.294117647058822,54.36619718309859,27.783783851223685
85.30405405405405,19.04263535662801,18.66226210595713,0,2,12.195121951219512,10.0,10.0,18.918351938094883,57.64705882352941,39.15492957746479,28.01044725872946
68.88513513513513,19.46763038791206,17.086986929021865,0,2,20.97560975609756,10.0,10.0,17.90041380003638,10.0,36.61971830985915,23.660492376390884
22.972972972972972,42.19727940788,26.89421860128858,0,3,27.5609756097561,28.0,46.0,18.596717841561546,36.47058823529412,58.16901408450705,50.42617531089252
28.04054054054054,22.04001640305217,21.121287779702776,0,3,45.1219512195122,10.0,10.0,29.37921154649821,10.0,34.08450704225352,21.204085000199107
29.155405405405403,26.37147881565938,20.295916189119357,0,2,10.0,10.0,10.0,23.913313693434745,20.588235294117645,41.69014084507042,10.0
28.445945945945944,17.22446268683001,20.06155141648455,1,2,23.170731707317078,10.0,10.0,21.172271119608094,10.0,27.74647887323944,23.913444187227988
41.11486486486487,53.71561837242476,40.91948546365235,0,2,73.65853658536585,10.0,10.0,22.4715312580779,10.0,37.887323943661976,26.91487244026485
32.2972972972973,62.95433561349176,37.46918596217283,1,5,20.97560975609756,19.0,10.0,28.690900736816864,20.588235294117645,74.64788732394366,26.13820889779538
19.72972972972973,18.848817697182547,15.453120558927903,0,2,14.390243902439025,10.0,10.0,15.670099046715375,15.294117647058822,32.816901408450704,10.0
36.85810810810811,38.81181019756621,29.121002371716777,0,0,12.195121951219512,10.0,10.0,19.438625971252904,10.0,59.43661971830986,23.292085164050484
28.04054054054054,38.41511797870119,25.554794205510262,0,0,10.0,10.0,10.0,26.692087125520622,10.0,32.816901408450704,26.15100385777801
27.83783783783784,23.10216434751325,18.653452198290147,0,1,10.0,10.0,10.0,14.96555266786806,10.0,37.887323943661976,25.33947682170665
15.675675675675675,19.04263535662801,12.392898294510378,0,2,14.390243902439025,10.0,10.0,31.871269304158545,10.0,27.74647887323944,20.472214241084707
24.08783783783784,27.98247489855014,23.41090848192436,0,3,40.73170731707317,10.0,10.0,33.56751058794205,10.0,32.816901408450704,22.927886836137763
25.405405405405403,23.09582451753139,17.985385224121927,1,2,10.0,10.0,10.0,31.91880831130469,10.0,35.352112676056336,22.149099436366747
22.972972972972972,28.85986208353984,19.913905855463263,0,2,10.0,10.0,10.0,21.23188888914585,10.0,37.887323943661976,27.57055772062831
24.08783783783784,10.919501769869203,12.865873578414664,1,2,13.292682926829269,19.0,10.0,17.031128256324003,10.0,16.338028169014084,10.0
15.472972972972974,27.905944093769104,21.62589381643549,1,1,73.65853658536585,10.0,10.0,35.207337344523296,15.294117647058822,58.16901408450705,25.01038387091352
34.32432432432432,42.11078601312747,35.02958454268088,1,3,69.26829268292684,10.0,10.0,37.2712378317191,15.294117647058822,32.816901408450704,27.465061173548506
21.554054054054056,28.068968293302675,19.87643721201214,0,2,12.195121951219512,10.0,10.0,21.35577757189222,10.0,39.15492957746479,27.01168549683346
41.41891891891892,38.49255447347964,27.894939197484632,0,0,36.34146341463415,10.0,10.0,24.37572250454939,20.588235294117645,44.225352112676056,27.945565311411222
22.466216216216218,22.73490705356401,16.77301455698666,0,2,29.75609756097561,10.0,22.0,16.371797634879947,20.588235294117645,50.563380281690144,26.165170406320016
91.38513513513512,14.297046192705674,20.96504459794624,1,2,67.07317073170732,10.0,10.0,21.27261782229116,10.0,27.74647887323944,24.027573470248747
23.986486486486488,24.551268343367205,19.852661075657885,1,3,29.75609756097561,10.0,10.0,31.51253693673953,10.0,23.943661971830988,25.832566078518244
19.12162162162162,19.83352914686518,14.946816226741312,1,0,56.09756097560976,10.0,16.0,28.072807327444416,10.0,32.816901408450704,26.008444510081542
46.38513513513514,30.675770528344323,24.541654823807743,0,4,42.926829268292686,10.0,22.0,38.40442280603206,15.294117647058822,44.225352112676056,10.0
19.02027027027027,28.552380329419577,23.264218212095876,0,4,75.85365853658537,10.0,10.0,35.08659310996174,15.294117647058822,40.42253521126761,10.0
31.08108108108108,25.41688155839059,29.144566221139293,0,2,29.75609756097561,10.0,10.0,38.31517193789258,10.0,31.549295774647888,24.276616245392333
31.08108108108108,23.44043956154541,20.09159001732497,0,1,25.365853658536587,10.0,16.0,19.67021706755009,15.294117647058822,31.549295774647888,26.191341466114583
11.114864864864863,30.127601657412693,20.04117187103805,1,0,25.365853658536587,28.0,46.0,19.468140935344017,15.294117647058822,37.887323943661976,10.0
17.2972972972973,23.064125367622086,17.120209833838302,0,2,47.31707317073171,10.0,10.0,21.39733377479962,15.294117647058822,23.943661971830988,23.951172712410973
92.19594594594597,13.177613355908496,20.963240159026498,1,2,67.07317073170732,10.0,10.0,20.948836401469283,10.0,27.74647887323944,23.855417558878152
45.37162162162163,55.78919562149202,37.64357967659265,0,3,16.585365853658537,10.0,10.0,28.743331347655342,10.0,49.29577464788733,23.498371562252657
16.79054054054054,22.74781313602709,16.229347724814808,0,2,16.585365853658537,10.0,22.0,18.82194670769452,25.88235294117647,32.816901408450704,26.60076305211901
18.41216216216216,19.04263535662801,14.51905805929646,1,2,10.0,10.0,10.0,17.632255181858472,10.0,20.140845070422536,25.703611461865048
14.054054054054054,23.73003393821685,17.61940255381179,1,2,14.390243902439025,10.0,10.0,18.325846387606543,10.0,29.014084507042256,28.97999046798997
36.75675675675676,40.75655304450208,28.681249992628928,0,1,31.951219512195124,10.0,10.0,17.896537395221824,10.0,10.0,10.0
19.02027027027027,30.13733782488484,20.8266335184554,0,2,45.1219512195122,19.0,28.0,19.534908406259603,20.588235294117645,37.887323943661976,10.0
27.83783783783784,31.94939708720033,26.406170945231157,0,2,10.0,19.0,10.0,29.434248979980666,10.0,39.15492957746479,27.16874082156609
20.43918918918919,20.89160148633792,15.667530359979668,0,2,12.195121951219512,10.0,10.0,24.551714640352788,15.294117647058822,25.211267605633804,21.728207769733515
24.08783783783784,29.68449282618048,22.1428124952088,1,0,12.195121951219512,10.0,22.0,20.51330864937489,10.0,34.08450704225352,10.0
19.02027027027027,17.435035611227537,14.245738634688392,1,2,16.585365853658537,10.0,10.0,32.20018399430319,15.294117647058822,13.802816901408452,10.0
20.135135135135137,19.04263535662801,11.95303977195666,1,2,27.5609756097561,10.0,10.0,17.896537395221824,20.588235294117645,10.0,10.0
18.006756756756758,28.67283709907494,20.18977272325214,0,3,16.585365853658537,10.0,10.0,13.903329053923947,15.294117647058822,13.802816901408452,10.0
13.952702702702702,19.04263535662801,10.116757812453931,1,2,12.195121951219512,10.0,10.0,14.216622570040736,20.588235294117645,20.140845070422536,10.0
27.229729729729733,15.68841245122482,17.39756271014932,1,2,10.0,10.0,10.0,29.2146530413891,10.0,73.38028169014085,29.174288097466345
16.891891891891895,22.07284766545824,16.583017753084352,0,2,36.34146341463415,28.0,10.0,16.223160315364638,62.94117647058823,20.140845070422536,29.676262534290963
14.66216216216216,15.901476023115222,13.027636220396293,1,3,31.951219512195124,10.0,10.0,23.96592826740114,10.0,26.47887323943662,20.5694459074662
42.53378378378379,53.90513400438253,40.85399494521228,0,2,73.65853658536585,10.0,10.0,20.675089913007135,10.0,37.887323943661976,27.469878902007466
25.608108108108112,46.439757778241805,29.636541185433813,0,3,31.951219512195124,10.0,10.0,30.240815527918294,15.294117647058822,58.16901408450705,10.0
52.770270270270274,19.04263535662801,14.822522228210811,0,2,10.0,55.0,10.0,18.762282233027054,10.0,35.352112676056336,22.91145214147744
18.10810810810811,22.989179520336517,17.312966367853154,1,2,20.97560975609756,10.0,16.0,28.959016896276196,15.294117647058822,30.281690140845072,26.39734068159064
59.45945945945947,19.8249250918898,20.080551096874785,1,5,29.75609756097561,10.0,10.0,25.25097243985537,20.588235294117645,55.63380281690141,28.43593636407464
29.66216216216216,50.968207765285406,33.563849422520576,0,3,14.390243902439025,10.0,10.0,32.25411156675836,15.294117647058822,44.225352112676056,10.0
21.95945945945946,28.52656816449343,19.84820305009146,1,3,20.97560975609756,10.0,10.0,18.8653990857112,15.294117647058822,44.225352112676056,22.18500562571736
31.182432432432435,31.298205979063464,22.10035510886192,0,0,62.6829268292683,10.0,22.0,33.211967972491074,25.88235294117647,55.63380281690141,10.0
37.87162162162162,33.512618022727786,25.72260702504632,0,3,31.951219512195124,10.0,10.0,22.718489387476044,15.294117647058822,31.549295774647888,24.51573681938012
31.486486486486484,29.818308523297617,25.026305888957424,0,3,60.487804878048784,10.0,10.0,22.145392978155108,10.0,40.42253521126761,28.34496591657552
36.95945945945946,27.16803316838035,21.30364225406264,0,3,29.75609756097561,10.0,10.0,19.12696073624673,10.0,32.816901408450704,22.346719005279496
24.695945945945947,33.5243919926941,22.073500811997512,0,2,10.0,10.0,10.0,19.28579882634324,20.588235294117645,36.61971830985915,27.20680836739544
22.16216216216216,25.465788818250655,18.42853419411753,0,2,14.390243902439025,10.0,10.0,27.94977036059913,25.88235294117647,42.95774647887324,22.934287591032664
19.222972972972972,27.336038662899668,18.92560404477367,0,2,31.951219512195124,19.0,10.0,22.65895037299472,41.76470588235294,36.61971830985915,26.952284934811026
17.39864864864865,16.778410363106214,14.351882100555605,1,0,37.65853658536585,10.0,28.0,13.181726774855232,20.588235294117645,32.816901408450704,10.0
27.635135135135137,28.085497135755386,20.421908483103728,0,3,14.390243902439025,10.0,10.0,31.79449014783051,15.294117647058822,36.61971830985915,27.53701854673078
23.277027027027028,20.020780553829432,15.736417469327488,0,2,23.170731707317078,10.0,10.0,18.24197396664604,20.588235294117645,72.11267605633803,22.663526771957848
31.283783783783782,26.073733229011264,20.37552378851976,0,0,29.75609756097561,10.0,16.0,32.59051689917942,20.588235294117645,46.760563380281695,10.0
36.4527027027027,23.34466284431944,20.194443035750297,0,2,45.1219512195122,10.0,16.0,20.938147585278813,10.0,48.02816901408451,27.318514032699465
25.70945945945946,19.101278783960232,15.51946022509491,0,2,13.292682926829269,19.0,28.0,26.1757037571681,10.0,35.352112676056336,10.0
31.182432432432435,23.40149489165683,18.88887840558362,0,1,10.0,10.0,10.0,21.2083956642304,10.0,36.61971830985915,25.01130303502673
28.14189189189189,22.536108099132804,18.305726204109167,0,1,20.97560975609756,10.0,10.0,23.520412808404195,10.0,30.281690140845072,10.0
50.94594594594595,31.61723528065069,25.999959901357336,0,2,38.53658536585366,10.0,16.0,26.392012479719543,25.88235294117647,49.29577464788733,28.54139900332023
48.71621621621622,15.71965875613542,16.99740184382994,0,3,23.170731707317078,10.0,10.0,24.664029763451047,15.294117647058822,32.816901408450704,20.886329091459352
14.155405405405403,24.70319784043252,17.323899144837476,1,2,29.75609756097561,10.0,16.0,19.22161488983465,10.0,41.69014084507042,10.0
15.16891891891892,26.54197495767157,19.38966327754511,0,3,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,21.82460624898335
28.445945945945944,16.767089238138606,14.86285674524035,0,3,47.31707317073171,10.0,10.0,23.748421451380334,15.294117647058822,35.352112676056336,26.248125508435876
14.256756756756758,24.70025434794094,16.061959479142217,1,4,18.78048780487805,19.0,10.0,23.507216255320984,15.294117647058822,37.887323943661976,27.7161992603203
24.7972972972973,32.088646924301926,23.13100816243252,0,0,20.97560975609756,10.0,10.0,28.23375557956888,20.588235294117645,61.971830985915496,26.572479970654925
26.216216216216218,20.164105995919364,16.483879755964377,0,3,23.170731707317078,10.0,10.0,22.759863651080288,20.588235294117645,23.943661971830988,22.748399626367828
21.75675675675676,21.57834092687308,17.914799819320233,1,2,16.585365853658537,10.0,16.0,24.277327537012724,10.0,26.47887323943662,21.92345447727504
43.44594594594595,64.31151207460873,13.02360276869334,0,0,12.195121951219512,10.0,22.0,25.10040066774801,25.88235294117647,73.38028169014085,28.6109333645919
19.72972972972973,24.71791530289041,19.358775528977755,0,1,29.75609756097561,10.0,10.0,25.793660315224727,25.88235294117647,45.49295774647888,28.224202447136182
34.42567567567568,26.52295546772599,20.001580358269575,0,1,29.75609756097561,10.0,10.0,21.458051272373783,10.0,36.61971830985915,26.294719061369104
16.993243243243242,23.34466284431944,18.751528760751448,1,2,18.78048780487805,28.0,16.0,20.775242572728597,10.0,21.408450704225352,10.0
48.00675675675676,42.49774206452035,31.43567293188302,1,3,18.78048780487805,10.0,10.0,21.546750629392918,10.0,49.29577464788733,25.55936011452812
30.77702702702703,33.455333130391686,25.651915476778758,0,0,45.1219512195122,10.0,10.0,24.872361886962803,10.0,41.69014084507042,24.679640698024183
18.614864864864863,23.66278645590925,16.523471268732848,0,2,10.0,10.0,22.0,16.658655526868454,20.588235294117645,32.816901408450704,25.860062944794112
14.966216216216218,17.1406863620697,15.51946022509491,1,2,14.390243902439025,10.0,10.0,20.85741792071812,15.294117647058822,35.352112676056336,10.0
30.06756756756757,25.82897050721156,19.95041920772158,0,0,23.170731707317078,10.0,10.0,15.186643137406548,41.76470588235294,39.15492957746479,26.859942584532213
21.85810810810811,19.95806152150888,15.78810933720482,0,2,18.78048780487805,10.0,10.0,24.173868653322643,10.0,26.47887323943662,21.351121767316105
34.32432432432432,14.398709894914802,16.747646268644395,0,2,10.0,19.0,16.0,17.852249988035762,15.294117647058822,41.69014084507042,23.27874656385956
20.945945945945947,22.312855514771552,18.37609932197913,0,1,36.34146341463415,10.0,10.0,19.233895713447485,10.0,40.42253521126761,27.01456773508374
60.472972972972975,14.514185369584414,17.41157364764379,1,2,16.585365853658537,28.0,10.0,30.317854917139968,47.05882352941176,27.74647887323944,10.0
28.9527027027027,26.18785016868476,19.31621199916501,0,0,10.0,10.0,10.0,15.395003651242904,10.0,31.549295774647888,21.127357312096244
30.37162162162162,20.46298369506424,16.697864983152673,0,2,25.365853658536587,10.0,10.0,15.647225855759098,20.588235294117645,34.08450704225352,25.149485050906897
32.0945945945946,15.921854048056918,14.755651844714468,0,2,40.73170731707317,10.0,10.0,18.425465541083312,15.294117647058822,41.69014084507042,23.34248220926738
34.12162162162162,29.80449675083713,24.73430521435673,0,3,51.707317073170735,19.0,10.0,22.69380407277084,15.294117647058822,41.69014084507042,27.22946319751898
21.25,31.49587282099792,20.80540482528196,1,3,20.97560975609756,10.0,10.0,21.720259080000893,25.88235294117647,51.83098591549296,10.0
15.067567567567568,19.04263535662801,14.121550779623757,1,2,10.0,10.0,16.0,17.896537395221824,10.0,10.0,15.672614927163425
18.006756756756758,21.365050932483328,15.336362746473974,0,4,20.97560975609756,10.0,10.0,16.182549731823922,10.0,36.61971830985915,24.921127660799662
34.32432432432432,16.04887707019349,14.550582668659018,0,2,71.46341463414635,10.0,10.0,33.43500880595186,10.0,25.211267605633804,23.79150489514552
23.074324324324323,21.055531375868892,16.445243534388712,0,2,27.5609756097561,10.0,16.0,20.459521189997684,20.588235294117645,72.11267605633803,22.836675087404927
22.466216216216218,10.868783130014316,15.022708804836368,1,2,16.585365853658537,28.0,22.0,28.02889779923288,25.88235294117647,30.281690140845072,18.23931913300903
24.49324324324324,20.88141247386707,16.342602802895122,0,2,16.585365853658537,10.0,10.0,23.00024531378792,10.0,27.74647887323944,26.43725704075241
24.08783783783784,26.17494408622169,20.295916189119357,0,2,12.195121951219512,10.0,22.0,25.86497822012708,20.588235294117645,41.69014084507042,10.0
25.2027027027027,19.04263535662801,12.305966795965134,0,2,34.14634146341464,10.0,10.0,16.62165340761184,20.588235294117645,20.140845070422536,24.633234659173286
14.966216216216218,20.316261915484027,18.27122957770232,1,1,10.21951219512195,28.0,16.0,21.87433785844424,31.176470588235293,42.95774647887324,10.0
17.7027027027027,22.66698030375836,16.906649180513476,0,3,40.73170731707317,10.0,10.0,28.52314134061444,25.88235294117647,49.29577464788733,26.58665288393365
30.16891891891892,21.662796519131444,17.647424428800733,0,0,29.75609756097561,28.0,10.0,15.385559442824942,20.588235294117645,44.225352112676056,25.27012549022056
45.77702702702703,29.19836372007135,23.109567182327343,0,0,75.85365853658537,10.0,10.0,36.94024294247615,10.0,34.08450704225352,27.56728233861308
15.16891891891892,19.90009736167472,16.034680608414348,0,2,18.78048780487805,10.0,16.0,14.862496918975475,10.0,30.281690140845072,25.983627895642552
20.236486486486488,19.04263535662801,14.261660154568474,1,0,16.585365853658537,10.0,10.0,22.77066679834673,10.0,21.408450704225352,19.6652639775259
29.76351351351352,19.04263535662801,11.793187712360645,0,3,16.585365853658537,10.0,10.0,17.004030813766704,10.0,32.816901408450704,19.54603137572473
21.95945945945946,33.451710370402054,21.103455677437083,0,2,47.31707317073171,10.0,22.0,26.04783497304849,20.588235294117645,30.281690140845072,27.37683040724515
24.39189189189189,24.317826746535104,19.160287247806075,0,1,12.195121951219512,10.0,10.0,21.594417901729365,31.176470588235293,34.08450704225352,23.6841808187218
34.222972972972975,27.101012108572103,20.645128191822472,0,1,31.951219512195124,10.0,16.0,40.564093683622914,10.0,67.04225352112677,10.0
26.01351351351352,25.142457489175747,18.519499144365728,0,1,10.0,10.0,10.0,22.79672647110304,10.0,41.69014084507042,20.842736744228628
33.00675675675676,52.15692588688435,33.96719459281597,0,3,14.390243902439025,10.0,10.0,33.69521700384494,15.294117647058822,44.225352112676056,26.051077446369323
17.195945945945944,22.786757805915663,16.214275352661666,0,2,12.195121951219512,10.0,22.0,19.12126017428473,20.588235294117645,31.549295774647888,25.17273629871324
20.8445945945946,27.449929180073813,20.0054015230408,1,3,20.97560975609756,10.0,10.0,18.108695598337523,10.0,53.098591549295776,25.77602569541451
