BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,7100,54000.0,74800.0,DebtCon,Mgr,7.5,1.0,1.0,71.0,4.0,18.0,35.661117695
0,23500,133197.0,168990.0,DebtCon,Other,8.0,1.0,0.0,214.28459938,0.0,19.0,36.642629039
0,9400,56675.0,66976.0,HomeImp,Other,6.0,0.0,0.0,128.07164796,0.0,33.0,35.033371132
0,40600,14534.0,60000.0,DebtCon,Other,20.0,0.0,0.0,206.96666667,1.0,31.0,34.571519125
0,6400,70035.0,78635.0,DebtCon,Sales,3.0,0.0,0.0,147.07716353,0.0,31.0,31.206129763
1,17900,70046.0,135917.0,DebtCon,Self,1.0,1.0,2.0,138.01100827,0.0,16.0,38.289202295
1,6000,65000.0,94355.0,DebtCon,Other,26.0,1.0,3.0,69.3,1.0,34.0,34.571519125
0,10600,31216.0,44716.0,DebtCon,Other,8.0,0.0,1.0,149.19464754,6.0,29.0,37.88226039
0,12400,24769.0,87665.0,HomeImp,ProfExe,21.0,0.0,0.0,238.38276937,0.0,11.0,25.332201314
0,10500,74814.0,98132.0,HomeImp,ProfExe,8.0,0.0,0.0,164.3308981,0.0,34.0,32.375149102
0,22700,155284.0,197634.0,DebtCon,ProfExe,15.0,0.0,0.0,103.7859943,0.0,24.0,29.540322043
0,29900,135955.0,182161.0,DebtCon,ProfExe,0.0,0.0,0.0,235.3710385,2.0,18.0,38.699746592
0,10200,38223.0,60728.0,DebtCon,Mgr,8.0,0.0,0.0,171.21441633,1.0,23.0,35.347853825
0,23400,90924.0,116819.0,DebtCon,Other,24.0,0.0,0.0,245.89786162,1.0,27.0,40.857427037
0,6100,55000.0,46830.0,HomeImp,Other,0.0,0.0,1.0,156.20449703,0.0,0.0,13.306013076
0,12200,45095.0,64736.0,DebtCon,Other,9.0,0.0,0.0,249.67377106,0.0,18.0,31.635302623
0,33500,73761.0,117729.0,DebtCon,Mgr,11.0,0.0,0.0,62.120909614,0.0,35.0,25.461614071
1,12800,40932.0,72172.0,DebtCon,Other,20.0,0.0,0.0,162.04401039,0.0,16.0,37.51836575
0,30200,20956.0,39333.0,DebtCon,Other,0.0,1.0,0.0,73.391797524,0.0,7.0,13.495367368
0,50000,174900.0,250000.0,DebtCon,ProfExe,5.5,0.0,0.0,235.43333333,2.0,33.0,33.378041229000004
0,12900,55673.0,64582.0,DebtCon,Other,4.0,0.0,0.0,163.41663166,0.0,14.0,26.987437342
1,15000,68000.0,96000.0,DebtCon,Mgr,12.0,0.0,3.0,109.56666667,0.0,24.0,35.661117695
0,8300,55000.0,41438.0,HomeImp,Other,7.0,0.0,0.0,302.85663286,1.0,12.0,30.104071436
0,36100,94801.0,146627.0,DebtCon,Other,11.0,0.0,0.0,64.378792887,1.0,36.0,40.234871193
0,26300,189302.0,249773.0,DebtCon,Other,7.0,0.0,0.0,106.60930741,1.0,26.0,42.769386705
0,23600,57327.0,105411.0,DebtCon,ProfExe,14.0,0.0,3.0,276.18236267,0.0,35.0,29.283032502
1,13000,111000.0,137813.0,DebtCon,Mgr,6.0,2.0,2.0,138.33333333,3.0,65.0,35.661117695
0,20000,22036.0,51068.0,DebtCon,Other,25.0,0.0,2.0,210.71986666,0.0,25.0,29.16004451
1,11100,52900.0,91741.0,HomeImp,Other,7.0,1.0,1.0,93.110352698,1.0,8.0,40.761453071
0,26100,113266.0,182082.0,DebtCon,Sales,18.0,0.0,0.0,304.85246909,1.0,31.0,33.193949357
1,20000,27900.0,101258.0,HomeImp,Mgr,21.0,0.0,0.0,171.21441633,1.0,23.0,35.661117695
0,12100,74594.0,90555.0,DebtCon,Mgr,4.0,0.0,0.0,123.77662458,2.0,27.0,41.634847306
1,18300,60100.0,82506.0,DebtCon,ProfExe,10.0,3.0,1.0,171.46666667,2.0,64.0,33.378041229000004
0,8400,62989.0,76718.0,HomeImp,Mgr,3.0,0.0,2.0,131.47138261,0.0,22.0,29.200400339
0,23900,80406.0,108122.0,DebtCon,Other,17.0,0.0,0.0,211.92327535,0.0,13.0,41.494839796
1,9000,31896.0,46195.0,HomeImp,Other,25.0,0.0,2.0,122.38915525,3.0,16.0,36.681652146
0,8700,76008.0,95976.0,DebtCon,ProfExe,0.0,0.0,0.0,185.17063715,1.0,24.0,30.022245155
0,15000,44623.0,72225.0,DebtCon,Other,1.0,0.0,0.0,268.4203579,0.0,21.0,28.13158042
0,49800,44462.0,102203.0,HomeImp,Self,8.0,0.0,0.0,207.56405016,3.0,37.0,40.302867689
0,10300,79243.0,89840.0,DebtCon,Office,16.0,0.0,0.0,87.825346176,0.0,9.0,24.479373218
0,28000,58002.0,86427.0,DebtCon,Other,9.0,0.0,1.0,129.57535197,2.0,29.0,39.362693216
0,12300,92573.0,119325.0,DebtCon,ProfExe,2.0,1.0,2.0,157.6206429,0.0,33.0,34.775102513
1,9900,71371.0,84865.0,DebtCon,Mgr,0.0,2.0,0.0,94.805235749,0.0,12.0,38.211305102
0,38000,97759.0,139899.0,DebtCon,Other,11.0,0.0,0.0,62.858669659,1.0,36.0,41.788492175
0,22600,233000.0,260000.0,HomeImp,Self,6.0,1.0,0.0,244.53333333,3.0,51.0,34.830193992
0,8300,45842.0,50006.0,DebtCon,Other,16.0,0.0,0.0,90.653070126,0.0,12.0,31.360821946
0,15300,62970.5,53184.0,DebtCon,Office,1.0,0.0,0.0,81.62597086,1.0,9.0,39.007822759
0,26300,87291.0,122531.0,DebtCon,ProfExe,10.0,0.0,1.0,128.48325812,0.0,18.0,27.837509605
0,24400,55000.0,59888.0,DebtCon,Other,7.0,0.0,0.0,288.2296811,0.0,19.0,38.581332837
1,5000,31000.0,47350.0,HomeImp,ProfExe,12.0,0.0,0.0,185.17063715,1.0,24.0,33.378041229000004
0,9500,79479.0,88772.0,DebtCon,ProfExe,8.0,0.0,0.0,189.58907467,0.0,12.0,37.95298991
0,14900,51219.0,144894.0,DebtCon,Other,1.0,0.0,0.0,275.28311554,5.0,42.0,39.323885122
0,11000,76958.0,88607.0,DebtCon,ProfExe,9.0,0.0,0.0,175.41182666,0.0,12.0,39.216775179
0,6200,46601.0,59486.0,HomeImp,Other,5.0,0.0,0.0,84.63211066,0.0,18.0,25.35001036
0,19700,60999.0,89841.0,DebtCon,Office,0.0,0.0,0.0,82.103881006,0.0,22.0,36.279990349
0,15100,96763.0,114896.0,HomeImp,Office,2.0,0.0,0.0,144.52964999,0.0,21.0,36.371704029
0,11900,56792.0,64130.0,DebtCon,Mgr,13.0,0.0,0.0,118.61259022,1.0,18.0,32.665746304
0,8100,28187.0,32584.0,DebtCon,Other,0.0,1.0,0.0,27.048834712,10.0,7.0,29.287956831
0,34100,241931.0,36486.0,DebtCon,Mgr,1.0,0.0,2.0,196.00883159,3.0,50.0,42.458581788
0,15200,8723.0,66817.0,DebtCon,Sales,0.0,0.0,0.0,309.50263352,0.0,5.0,37.7638359
0,17700,72911.0,97317.0,DebtCon,Mgr,1.0,0.0,0.0,82.39838379,0.0,17.0,25.329250867
1,12000,15231.0,42845.01,DebtCon,Office,6.5,0.0,1.0,65.966666667,2.0,18.0,36.158718102
0,25600,55000.0,51974.0,DebtCon,Other,7.0,0.0,0.0,100.67686562,1.0,13.0,28.116067418
0,10800,31149.0,67239.0,DebtCon,Mgr,8.0,0.0,0.0,171.21441633,1.0,23.0,35.265437376
1,9500,36114.0,45654.0,DebtCon,Office,0.0,0.0,0.0,83.333291772,0.0,9.0,25.343478449
0,16000,42000.0,63400.0,HomeImp,Office,3.5,0.0,0.0,123.8,0.0,18.0,36.158718102
0,17000,98451.0,138012.0,DebtCon,Office,3.0,0.0,0.0,120.23893457,2.0,15.0,33.953593917
0,11800,55000.0,65769.0,HomeImp,Other,7.0,0.0,0.0,357.33268218,0.0,7.0,34.327276537
0,13700,77824.0,94840.0,DebtCon,Other,6.0,0.0,0.0,195.04218544,3.0,19.0,43.335346713
0,17900,38233.0,63578.0,DebtCon,Other,6.0,1.0,0.0,79.1215828,2.0,9.0,26.518830695
0,11100,53232.0,86703.0,HomeImp,Other,16.0,0.0,0.0,183.20620747,0.0,29.0,26.87488997
1,4000,5700.0,18000.0,DebtCon,Other,7.0,0.0,0.0,12.2,0.0,17.0,34.571519125
0,40100,129625.0,197722.0,DebtCon,Mgr,8.0,0.0,0.0,178.76739355,0.0,25.0,33.199310594
0,15300,59083.0,96073.0,DebtCon,ProfExe,8.0,0.0,0.0,194.00548665,0.0,19.0,20.487979653
0,7200,79946.0,113807.0,DebtCon,Office,1.0,0.0,0.0,238.45882498,0.0,37.0,18.617288691
1,30900,106717.0,101258.0,DebtCon,Mgr,4.0,2.0,4.0,172.43235473,0.0,13.0,47.795906106
0,11400,62970.5,29374.0,HomeImp,Office,20.0,0.0,0.0,207.93025578,1.0,15.0,38.955124742
0,17700,10847.0,94611.0,HomeImp,Other,14.0,0.0,1.0,271.39666705,0.0,22.0,27.283395304
0,31100,136521.0,188264.0,DebtCon,ProfExe,1.0,1.0,0.0,227.65187783,2.0,19.0,38.518644882
0,26000,222681.0,286283.0,HomeImp,ProfExe,6.0,0.0,4.0,485.94535834,1.0,55.0,33.239355484
0,17300,20798.0,37980.0,DebtCon,Office,2.0,0.0,0.0,219.30936478,0.0,16.0,37.763211014
0,30700,14834.0,64870.0,DebtCon,Other,1.0,0.0,0.0,99.704362118,1.0,5.0,36.692324058
1,10000,34900.0,48000.0,HomeImp,Other,3.0,0.0,0.0,288.16666667,1.0,3.0,34.571519125
0,13400,156455.0,180313.0,DebtCon,ProfExe,6.0,0.0,1.0,210.71825612,4.0,25.0,40.247372799
0,25000,71700.0,122500.0,DebtCon,Office,0.0,0.0,0.0,303.4,1.0,24.0,36.158718102
0,17600,55000.0,66000.0,DebtCon,Other,7.0,0.0,0.0,111.78570044,0.0,14.0,27.090894722
0,34000,121625.0,169369.0,DebtCon,ProfExe,15.0,0.0,0.0,112.31499706,0.0,17.0,28.994312374
1,20000,72000.0,103000.0,DebtCon,ProfExe,0.5,0.0,0.0,174.3,3.0,23.0,33.378041229000004
1,50000,160000.0,235000.0,DebtCon,ProfExe,0.3,0.0,0.0,184.7,0.0,41.0,33.378041229000004
1,15500,57993.0,82248.0,DebtCon,Other,10.0,0.0,0.0,173.07296854,0.0,16.0,32.142468978
0,22400,135912.0,181863.0,HomeImp,Mgr,7.0,0.0,0.0,316.99290614,0.0,17.0,45.006818085
1,10000,20500.0,54600.0,HomeImp,Self,15.0,0.0,0.0,160.33333333,2.0,11.0,34.830193992
0,23400,97865.0,120172.0,DebtCon,Self,2.0,0.0,0.0,200.57575228,1.0,26.0,36.398728722
1,2000,22608.0,76864.5,DebtCon,Other,18.0,0.0,0.0,156.20449703,1.0,17.5,34.571519125
0,16200,70703.0,87682.0,DebtCon,Other,10.0,0.0,0.0,87.211328556,3.0,10.0,31.379268837
0,35500,142713.0,196335.0,DebtCon,ProfExe,21.0,0.0,0.0,191.86611752,1.0,22.0,35.647442566
0,23500,90129.0,141785.0,DebtCon,ProfExe,23.0,1.0,0.0,158.99682446,0.0,25.0,40.331950332
0,22100,57018.0,80673.0,DebtCon,Other,12.0,0.0,0.0,108.74925607,1.0,10.0,7.3901430597
0,22200,98624.0,140938.0,DebtCon,ProfExe,8.0,0.0,0.0,207.28893316,0.0,20.0,29.218895419
1,16300,79087.0,102921.0,DebtCon,Sales,23.0,0.0,0.0,256.25308431,0.0,45.0,36.987085694
0,16400,85601.0,100078.0,HomeImp,Office,6.0,0.0,0.0,176.69874119,1.0,25.0,43.027470528
0,17500,61524.0,87188.0,HomeImp,ProfExe,3.0,0.0,0.0,115.80866085,1.0,13.0,25.401570002
1,24200,10286.0,76864.5,DebtCon,Other,24.5,0.0,1.0,216.13333333,4.0,32.0,34.571519125
0,13900,55000.0,27779.0,DebtCon,Other,12.0,0.0,0.0,95.94866523,1.0,9.0,34.166345197
0,16000,62200.0,89200.0,DebtCon,Other,1.9,0.0,0.0,176.53333333,1.0,31.0,34.571519125
0,22800,132706.0,170396.0,DebtCon,ProfExe,8.0,0.0,0.0,147.41494905,0.0,37.0,19.518531863
0,15200,102699.0,121925.0,HomeImp,Office,2.0,0.0,0.0,155.92014866,0.0,22.0,36.745639039
0,12400,31303.0,57444.0,DebtCon,Other,29.0,0.0,0.0,246.71682738,0.0,18.0,20.205907521
0,13200,71775.0,80480.0,DebtCon,Other,0.0,0.0,0.0,240.64357656,3.0,25.0,29.267992416
0,7500,11358.0,36892.0,DebtCon,Other,5.0,0.0,0.0,286.9228238,0.0,11.0,23.06292573
0,21200,70400.0,96999.0,HomeImp,Office,14.0,0.0,0.0,135.26453705,0.0,13.0,38.823169631
1,24000,136000.0,110007.0,DebtCon,ProfExe,3.0,1.0,6.0,303.29428571,1.0,27.0,33.378041229000004
0,26500,55000.0,63918.0,DebtCon,Other,25.0,0.0,0.0,135.44094715,0.0,8.0,20.161387851
0,17600,55000.0,45119.0,DebtCon,Other,7.0,0.0,0.0,354.73591921,1.0,17.0,34.495046658
0,15900,69548.0,89775.0,DebtCon,Other,1.0,0.0,0.0,230.67308026,2.0,25.0,30.108317431
0,13900,155486.0,178789.0,DebtCon,ProfExe,7.0,0.0,1.0,192.48231602,4.0,26.0,41.176711827
0,10800,67740.0,108135.0,DebtCon,Office,11.0,0.0,0.0,163.27383179,1.0,12.0,38.383498378
1,38000,106000.0,160000.0,DebtCon,Other,24.0,0.0,6.0,240.46666667,0.0,33.0,34.571519125
0,7700,53377.0,86018.0,HomeImp,Other,16.0,0.0,0.0,187.19401123,0.0,28.0,24.217658483
0,63900,62200.0,140030.0,HomeImp,Office,10.0,0.0,1.0,126.8,0.0,12.0,36.158718102
0,22300,52322.0,102958.0,DebtCon,Office,2.0,1.0,4.0,174.53641204,0.0,47.0,36.853084972
0,33700,147522.0,198737.0,DebtCon,ProfExe,20.0,0.0,0.0,188.14935613,1.0,21.0,37.308536262
0,15900,38514.0,50309.0,DebtCon,Other,6.0,1.0,0.0,101.82614234,1.0,16.0,38.877808385
0,32700,39796.0,77819.0,DebtCon,Other,7.0,0.0,0.0,294.43069578,0.0,15.0,40.237072957
0,16000,66395.0,85782.0,DebtCon,Other,1.0,2.0,1.0,99.519217551,1.0,25.0,33.20696963
0,10500,27180.0,86978.0,HomeImp,ProfExe,22.0,0.0,0.0,230.72115441,0.0,10.0,25.753010226
0,11800,79131.0,102263.0,HomeImp,ProfExe,5.0,0.0,0.0,105.25389259,0.0,34.0,36.070978869
0,15300,54412.0,95123.0,DebtCon,ProfExe,6.0,0.0,0.0,134.24264794,2.0,22.0,35.085720684
1,20100,16755.0,29412.0,HomeImp,Other,3.0,1.0,0.0,62.050110801,2.0,21.0,58.132182899
0,22400,91402.0,100845.0,DebtCon,ProfExe,2.0,1.0,0.0,132.21662181,0.0,20.0,35.682471229
0,24400,110177.0,145000.0,DebtCon,Office,5.0,0.0,0.0,293.23652482,2.0,36.0,36.158718102
0,8000,62970.5,68572.0,HomeImp,Office,1.0,0.0,0.0,53.935137714,0.0,4.0,37.703911499
0,8600,172418.0,251426.0,DebtCon,Sales,4.0,0.0,0.0,120.57263313,0.0,22.0,40.925910594
0,28500,137174.0,186118.0,DebtCon,Mgr,1.0,0.0,0.0,115.29481113,1.0,39.0,32.87512565
0,46900,91672.0,158953.0,DebtCon,Other,16.0,0.0,0.0,221.13236316,8.0,19.0,38.109227516
0,16800,56979.0,90008.0,HomeImp,ProfExe,10.0,0.0,2.0,178.92995639,1.0,12.0,27.816420302
0,25000,140000.0,183600.0,DebtCon,ProfExe,12.6,0.0,1.0,148.13333333,0.0,37.0,33.378041229000004
1,11900,58104.0,77870.0,HomeImp,Other,7.0,0.0,0.0,69.433333333,1.0,19.0,34.571519125
1,10000,53297.0,74925.0,HomeImp,Other,14.0,0.0,1.0,88.533333333,2.0,15.0,34.571519125
0,18400,40673.0,60418.0,HomeImp,Other,27.0,0.0,0.0,247.64957888,0.0,13.0,24.980298956
0,20800,56364.0,115760.0,DebtCon,ProfExe,16.0,0.0,0.0,261.81405582,0.0,19.0,24.797958173
0,11100,82849.0,113913.0,HomeImp,ProfExe,10.0,0.0,1.0,167.36102992,0.0,27.0,35.763333479
0,21400,134041.0,163103.0,DebtCon,ProfExe,6.0,1.0,0.0,172.03106931,0.0,38.0,19.637068751
0,13300,14212.0,57608.0,DebtCon,ProfExe,3.0,0.0,0.0,322.00454197,0.0,16.0,15.916769212
0,23100,235937.0,266793.0,HomeImp,Self,5.0,1.0,0.0,242.61486138,2.0,51.0,36.88704865
0,53800,88465.0,81322.0,HomeImp,Self,9.0,0.0,0.0,171.44755466,0.0,22.0,24.709060359
0,10500,69656.0,88198.0,DebtCon,Office,15.0,0.0,0.0,97.319406172,0.0,8.0,27.322396546
0,22300,60513.0,111713.0,DebtCon,ProfExe,15.0,0.0,3.0,291.61871998,1.0,35.0,27.705170635
0,22400,16630.0,56824.0,DebtCon,Other,25.0,0.0,1.0,199.7384646,0.0,24.0,27.027787429
1,23300,84083.0,107407.0,DebtCon,Self,2.0,0.0,1.0,153.23333333,6.0,23.0,34.830193992
0,20600,82802.5,28635.0,DebtCon,ProfExe,5.0,0.0,0.0,102.98686317,0.0,18.0,19.447185151
0,16200,62783.0,94394.0,DebtCon,Office,1.0,0.0,0.0,167.42934703,0.0,25.0,23.691156853
1,19600,94419.0,123705.0,DebtCon,Self,19.0,0.0,2.0,92.739380404,0.0,22.0,84.379034083
0,30300,137927.0,182588.0,DebtCon,ProfExe,1.0,1.0,0.0,248.98067202,1.0,18.0,40.361852067
0,13200,55000.0,69139.0,DebtCon,Other,0.0,1.0,0.0,156.20449703,0.0,1.0,1.5659310471
0,9000,64917.0,102270.0,DebtCon,Other,10.0,0.0,0.0,213.03333333,0.0,21.0,34.571519125
0,25000,126462.0,207200.0,DebtCon,ProfExe,10.0,0.0,0.0,239.8,3.0,27.0,33.378041229000004
0,11600,50433.0,107092.0,DebtCon,ProfExe,5.0,0.0,1.0,225.18169134,0.0,9.0,24.95259473
0,18500,38145.0,59415.0,HomeImp,Other,25.0,0.0,0.0,241.89735737,0.0,14.0,23.870792259
0,7500,45864.0,57799.0,DebtCon,Other,7.0,0.0,0.0,65.57119786,1.0,16.0,33.865745347
0,17800,61494.0,85864.0,DebtCon,Other,2.0,0.0,0.0,303.83765082,3.0,15.0,40.246312084
1,26500,14000.0,45000.0,DebtCon,Other,0.0,0.0,0.0,195.23333333,1.0,7.0,34.571519125
0,8100,50373.0,65865.0,DebtCon,Office,5.0,0.0,0.0,99.598169948,2.0,11.0,38.910150834
0,23500,86144.0,138953.0,DebtCon,Other,13.0,0.0,0.0,110.05419832,3.0,15.0,41.841690898
0,7500,49100.0,85650.0,HomeImp,Other,18.0,0.0,0.0,178.33466667,0.0,29.0,34.571519125
0,10000,55000.0,69502.0,DebtCon,Other,7.0,0.0,0.0,156.20449703,1.0,17.5,25.77278284
0,30000,187000.0,293000.0,DebtCon,Other,28.0,0.0,0.0,156.63333333,0.0,23.0,34.571519125
0,6600,98415.0,126636.0,HomeImp,Other,11.0,0.0,0.0,423.20962409,2.0,49.0,40.957090317
0,15100,38549.0,59853.0,DebtCon,Other,5.0,0.0,0.0,104.18324735,2.0,9.0,29.141862813
0,27000,50375.0,70656.0,DebtCon,Other,8.0,0.0,0.0,125.71604137,1.0,20.0,43.133844895
1,8800,32169.0,37533.0,DebtCon,Other,3.0,0.0,0.0,74.449294767,3.0,19.0,25.34174093
0,30100,24350.0,40356.0,DebtCon,Other,0.0,0.0,0.0,81.840250201,0.0,6.0,13.409995648
0,50900,55000.0,85196.0,HomeImp,Other,7.0,0.0,0.0,351.45087807,0.0,6.0,21.595479997
0,24900,55000.0,48291.0,DebtCon,Other,7.0,0.0,0.0,94.078377582,1.0,12.0,25.617845725
0,22200,138584.0,180415.0,DebtCon,ProfExe,5.0,0.0,0.0,195.63280771,4.0,43.0,41.205399011
0,11400,76600.0,44849.0,HomeImp,Mgr,6.0,0.0,0.0,163.27459468,1.0,9.0,23.481116639
0,37600,33388.0,71282.0,DebtCon,ProfExe,4.0,0.0,0.0,202.1125682,2.0,18.0,25.196524185
0,32700,14955.0,38584.0,DebtCon,Other,29.0,0.0,0.0,197.98631477,0.0,14.0,41.529096268
1,10000,49000.0,70000.0,HomeImp,Other,7.0,0.0,3.0,190.73333333,1.0,12.0,34.571519125
0,5300,50934.0,62957.0,HomeImp,Office,21.0,0.0,0.0,197.24195728,0.0,20.0,19.350505633
0,8600,22960.0,80874.0,HomeImp,ProfExe,20.0,0.0,0.0,238.70268339,0.0,11.0,25.887319897
0,13800,18714.0,47905.0,HomeImp,Office,25.0,0.0,0.0,259.10302278,0.0,19.0,29.479662342
1,21000,110000.0,138000.0,DebtCon,Mgr,16.0,8.0,2.0,154.2,3.0,30.0,35.661117695
0,14000,46541.0,64338.0,DebtCon,Other,0.0,0.0,0.0,204.40944332,1.0,12.0,28.364798507
0,16200,87248.0,116407.0,DebtCon,Other,20.0,0.0,0.0,270.0076812,1.0,16.0,24.543268816
0,27400,76600.0,121625.0,DebtCon,Mgr,7.0,1.0,0.0,154.43784762,0.0,27.0,33.373813672
0,11700,15163.0,74500.0,DebtCon,ProfExe,19.0,0.0,2.0,378.82581852,1.0,11.0,20.090783327
