LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,BAD
11.013513513513514,25.60888783784124,18.050981886027863,1,2,27.5609756097561,10.0,16.0,19.475844874266187,10.0,30.281690140845072,10.0,1
11.114864864864863,15.030428668107383,12.832650673598229,1,2,10.0,10.0,16.0,33.17858423741848,10.0,20.140845070422536,10.0,1
11.114864864864863,30.127601657412693,20.04117187103805,1,0,25.365853658536587,28.0,46.0,19.468140935344017,15.294117647058822,37.887323943661976,10.0,1
11.114864864864863,14.74740054391716,15.51946022509491,0,2,51.707317073170735,10.0,10.0,17.896537395221824,10.0,30.281690140845072,11.414352295675307,1
11.216216216216216,15.916193485573114,13.412512427630794,1,2,19.87804878048781,10.0,10.0,14.206350651503527,15.294117647058822,30.281690140845072,10.0,1
11.216216216216216,32.71176164251912,21.989222900098948,1,1,14.390243902439025,10.0,10.0,17.010009202030623,10.0,26.47887323943662,23.78664018187252,0
11.216216216216216,18.05226334446158,14.054680396127416,1,2,16.585365853658537,10.0,16.0,19.419349322427088,15.294117647058822,27.74647887323944,10.0,1
11.317567567567568,20.85401535144545,16.941251950386185,1,3,20.97560975609756,19.0,10.0,17.896537395221824,15.294117647058822,10.0,10.0,1
11.317567567567568,15.872720365697496,13.48150568044448,1,0,36.34146341463415,10.0,10.0,15.17704695569665,20.588235294117645,37.887323943661976,10.0,1
11.317567567567568,13.608495372175692,15.51946022509491,1,0,58.29268292682927,10.0,22.0,19.37826164766193,10.0,22.676056338028168,10.0,1
11.317567567567568,19.04263535662801,10.974397016660989,1,2,10.0,10.0,10.0,11.122207103021433,25.88235294117647,15.070422535211268,10.0,1
11.317567567567568,17.426657978751507,14.189588741244638,1,0,36.34146341463415,10.0,10.0,15.430589751241584,15.294117647058822,36.61971830985915,26.74914199757233,1
11.317567567567568,31.82395902255923,21.59033575536997,1,1,18.78048780487805,10.0,10.0,17.227201836630613,10.0,26.47887323943662,22.94043060049713,0
11.41891891891892,12.929227874119151,11.29495028357996,1,2,49.51219512195122,10.0,10.0,20.48249289368622,15.294117647058822,34.08450704225352,10.0,1
11.41891891891892,15.219717877565806,13.0091672573354,1,2,31.951219512195124,19.0,22.0,31.33734283502041,10.0,21.408450704225352,10.0,1
11.41891891891892,11.169698631653365,13.875934799607034,1,5,10.0,10.0,10.0,26.024192958108674,10.0,25.211267605633804,10.0,0
11.41891891891892,25.701268217576928,17.493728690225012,1,3,27.5609756097561,10.0,10.0,29.70153980336656,10.0,25.211267605633804,10.0,0
11.722972972972974,21.03402123843044,15.84850496928326,1,5,67.07317073170732,28.0,100.0,21.21950305006,25.88235294117647,67.04225352112677,10.0,1
11.722972972972974,10.438580381245172,15.60968217108204,1,2,45.1219512195122,46.0,10.0,18.677203205744675,20.588235294117645,21.408450704225352,10.0,1
11.824324324324325,27.329698832917806,21.14506391605703,0,3,23.170731707317078,19.0,10.0,22.73717901772702,20.588235294117645,42.95774647887324,10.0,1
11.824324324324325,33.06928276899622,21.09252290045276,1,1,12.195121951219512,10.0,10.0,17.403664780556984,10.0,26.47887323943662,23.104335215872453,0
11.824324324324325,33.16528590872154,21.96258089016628,1,1,14.390243902439025,10.0,10.0,17.822602503098487,10.0,26.47887323943662,23.04429727346549,0
11.824324324324325,11.287664753815848,16.36818337816912,1,2,45.1219512195122,37.0,10.0,19.414572579071333,20.588235294117645,20.140845070422536,25.838323481511107,1
11.824324324324325,23.562481288696237,16.678016155035504,0,0,14.390243902439025,10.0,10.0,31.786867098726237,25.88235294117647,56.90140845070423,31.605707759154168,1
11.925675675675675,33.20989114109392,22.071590229611903,1,1,14.390243902439025,10.0,10.0,16.616479554478104,10.0,27.74647887323944,23.995800888256237,0
11.925675675675675,11.117847879301712,11.30556463016668,1,2,16.585365853658537,10.0,10.0,13.913600972461158,36.47058823529412,21.408450704225352,10.0,1
11.925675675675675,19.04263535662801,10.084914772693768,1,2,14.390243902439025,10.0,16.0,15.991096501831375,10.0,13.802816901408452,10.0,1
11.925675675675675,19.04263535662801,12.653586646680246,1,2,12.195121951219512,10.0,16.0,11.795017768865058,15.294117647058822,12.535211267605634,10.0,1
11.925675675675675,36.66419279121078,29.689612918367416,1,2,27.5609756097561,10.0,10.0,20.017690514201696,10.0,44.225352112676056,10.0,1
11.925675675675675,14.061340370880052,12.308620382611814,0,2,14.390243902439025,10.0,10.0,24.411501743991717,10.0,25.211267605633804,10.0,1
11.925675675675675,19.04263535662801,10.689932528136865,1,2,16.585365853658537,10.0,10.0,10.71646631976159,84.11764705882352,12.535211267605634,10.0,1
11.925675675675675,19.04263535662801,10.64747514178998,1,2,12.195121951219512,10.0,10.0,18.027504356898675,10.0,34.08450704225352,10.0,1
11.925675675675675,20.174747853388915,17.928916900280573,1,3,31.951219512195124,10.0,16.0,30.197159874539604,36.47058823529412,42.95774647887324,10.0,1
11.925675675675675,17.353976356459455,14.022837356367251,1,0,28.65853658536585,10.0,22.0,14.80468990781756,10.0,22.676056338028168,10.0,1
11.925675675675675,22.665395346262898,16.740110082567824,1,0,31.951219512195124,10.0,22.0,26.327214555457136,10.0,41.69014084507042,10.0,0
11.925675675675675,20.174747853388915,15.137343747972954,1,1,56.09756097560976,10.0,10.0,25.55168470447252,10.0,35.352112676056336,10.0,0
12.027027027027028,18.49673071068991,12.982631390868596,1,2,13.292682926829269,10.0,10.0,21.79986644937689,15.294117647058822,27.74647887323944,10.0,1
12.027027027027028,19.04263535662801,16.62335227011389,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,0
12.12837837837838,24.895204119883168,17.065545948916686,1,0,31.951219512195124,10.0,16.0,25.90297934180843,10.0,41.69014084507042,27.57111951771159,0
12.12837837837838,20.537703119850462,15.62560369096212,1,3,71.46341463414635,10.0,34.0,19.401373464428435,15.294117647058822,41.69014084507042,10.0,1
12.12837837837838,15.691582366215751,13.485114558283968,1,2,10.0,10.0,10.0,32.96787360057428,10.0,18.87323943661972,25.546378538298896,1
12.12837837837838,21.759705348854176,16.03425603455088,1,2,12.195121951219512,10.0,10.0,19.388533566738417,25.88235294117647,36.61971830985915,10.0,1
12.12837837837838,26.48378437533806,18.413567965430254,1,3,25.365853658536587,10.0,10.0,29.308479900562325,10.0,25.211267605633804,28.811277916024206,0
12.12837837837838,14.77660904633359,15.51946022509491,1,0,53.90243902439025,10.0,22.0,19.07568286039641,10.0,21.408450704225352,10.0,1
12.22972972972973,38.18461987436067,23.430014305780453,1,4,29.75609756097561,19.0,10.0,20.708475101813008,10.0,55.63380281690141,10.0,1
12.22972972972973,39.085102154284286,26.592028153964637,0,2,29.75609756097561,10.0,46.0,24.81383859060473,10.0,51.83098591549296,25.624942672412967,1
12.33108108108108,17.910522859867115,14.67031249815723,1,1,14.390243902439025,10.0,16.0,24.12131354297921,10.0,17.605633802816904,10.0,1
12.432432432432432,14.78589236880703,13.254995524283856,1,2,34.14634146341464,10.0,10.0,22.50862883021631,10.0,27.74647887323944,10.0,1
12.432432432432432,13.925486871268744,11.32615646254492,1,2,20.97560975609756,10.0,10.0,17.3906454059738,10.0,21.408450704225352,10.0,1
12.533783783783784,23.47689358394111,15.710518463655887,1,3,31.951219512195124,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,1
12.533783783783784,19.0199931066928,14.722322796432165,1,0,16.585365853658537,10.0,10.0,15.549404003575738,20.588235294117645,15.070422535211268,10.0,1
12.533783783783784,28.484453579613923,21.01769175701638,1,3,23.170731707317078,10.0,10.0,24.84805828240095,15.294117647058822,45.49295774647888,10.0,0
12.533783783783784,23.4187030016076,17.269129116449996,1,0,29.75609756097561,10.0,22.0,25.601306428364225,10.0,41.69014084507042,28.1927753148798,0
12.533783783783784,32.33205111110552,21.33007197706357,1,1,23.170731707317078,10.0,10.0,16.81570959664595,10.0,27.74647887323944,22.812486271849792,0
12.533783783783784,20.51596655991265,15.62560369096212,0,1,38.53658536585366,19.0,34.0,17.503636510191274,10.0,31.549295774647888,10.0,1
12.533783783783784,21.383164732431503,15.94286651043921,1,1,53.90243902439025,10.0,10.0,25.737028545419182,10.0,35.352112676056336,18.852499010591146,0
12.635135135135137,13.576116954768333,11.395149715358606,1,2,20.97560975609756,10.0,10.0,19.993343345406025,15.294117647058822,21.408450704225352,21.58791648960029,1
12.736486486486488,13.865484908940418,19.52021974056178,1,0,13.51219512195122,19.0,46.0,29.46271769677936,15.294117647058822,41.69014084507042,10.0,1
12.736486486486488,21.12119390068103,15.886610473529588,1,1,53.90243902439025,10.0,10.0,25.69689369998307,10.0,35.352112676056336,18.673254311891917,0
12.736486486486488,19.04263535662801,16.91938639641754,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,19.643834324826344,0
12.736486486486488,12.146485293858667,14.038228158917995,1,5,10.0,10.0,10.0,25.765956283699506,10.0,23.943661971830988,28.48426178667997,0
12.83783783783784,16.302017424469227,14.029205964319283,1,2,34.14634146341464,10.0,10.0,21.257245329408683,10.0,27.74647887323944,20.63129033444433,1
12.83783783783784,12.816016624443064,11.49577372100072,1,2,17.682926829268293,10.0,16.0,21.57902020001795,36.47058823529412,20.140845070422536,10.0,1
12.83783783783784,21.493658912115365,15.83789062269654,0,3,27.5609756097561,10.0,34.0,23.2250951499779,15.294117647058822,49.29577464788733,10.0,0
12.83783783783784,32.660363735166186,21.754539697066548,1,1,14.390243902439025,10.0,10.0,16.569716158639764,10.0,26.47887323943662,22.79046320298159,0
12.83783783783784,14.333047370102667,13.290447441883504,0,0,18.78048780487805,10.0,16.0,16.669043126982125,20.588235294117645,27.74647887323944,10.0,1
12.93918918918919,33.34438610570912,21.12107549277104,1,1,12.195121951219512,10.0,10.0,17.297546449925825,10.0,26.47887323943662,22.811325553085062,0
12.93918918918919,21.88265276600241,15.708077163940942,1,1,56.09756097560976,10.0,10.0,25.8382722616234,10.0,34.08450704225352,19.445278286604484,0
12.93918918918919,19.04263535662801,17.706970913152237,1,2,13.292682926829269,10.0,22.0,19.748050715925977,25.88235294117647,25.211267605633804,10.0,1
12.93918918918919,15.549389036622582,12.543197442178348,1,1,34.14634146341464,10.0,10.0,19.07486285544872,10.0,20.140845070422536,28.09074347199584,1
12.93918918918919,13.382072872823514,14.671586219747638,1,3,58.29268292682927,37.0,16.0,16.574027880224033,15.294117647058822,21.408450704225352,10.0,1
12.93918918918919,16.2263923096856,13.099389203322527,0,2,23.170731707317078,10.0,10.0,17.09789572693143,15.294117647058822,42.95774647887324,10.0,1
12.93918918918919,18.97470860682236,17.294709691723995,1,2,11.097560975609756,10.0,28.0,20.487628852454076,10.0,29.014084507042256,10.0,1
12.93918918918919,22.665395346262898,16.521454542881372,1,2,17.682926829268293,10.0,16.0,22.993976982312876,10.0,32.816901408450704,10.0,1
12.93918918918919,10.82349863014388,11.061434658672098,0,2,10.0,10.0,10.0,10.939880548504451,10.0,31.549295774647888,10.0,1
12.93918918918919,19.72190285468456,15.344323506414014,1,0,17.682926829268293,10.0,10.0,22.480381053911564,25.88235294117647,30.281690140845072,10.0,1
12.93918918918919,11.117847879301712,10.851270596255024,1,2,49.51219512195122,10.0,16.0,16.609979595219826,20.588235294117645,39.15492957746479,10.0,1
12.93918918918919,24.476775341080337,17.541493249865255,1,2,13.951219512195122,28.0,10.0,31.493989592847694,15.294117647058822,17.605633802816904,10.0,0
12.93918918918919,19.04263535662801,14.007977271145842,1,2,10.0,10.0,10.0,17.896537395221824,10.0,10.0,10.0,0
12.93918918918919,23.57108534367162,17.43004261070469,1,2,18.78048780487805,10.0,10.0,18.4409490793118,10.0,29.014084507042256,10.0,0
12.93918918918919,24.0782717422205,15.942972653905075,1,4,20.97560975609756,28.0,10.0,22.349414092234717,15.294117647058822,39.15492957746479,10.0,0
12.93918918918919,26.288155335897777,19.022194598712836,1,3,15.707317073170731,19.0,28.0,24.378118008148725,10.0,21.408450704225352,10.0,1
12.93918918918919,21.98612784820636,15.4133167592277,0,2,36.34146341463415,28.0,10.0,21.25545476528691,10.0,37.887323943661976,10.0,1
12.93918918918919,24.844711902527628,17.716417681614416,1,0,34.14634146341464,10.0,16.0,26.35926067256334,10.0,41.69014084507042,27.13309299721027,0
12.93918918918919,24.82388103258723,16.778852447609353,1,0,31.951219512195124,10.0,22.0,27.54903269608679,10.0,41.69014084507042,27.1497853192465,0
13.04054054054054,19.04263535662801,11.18158906203378,1,2,10.0,10.0,10.0,17.763617655285252,10.0,34.08450704225352,24.7862942824315,1
13.04054054054054,22.77860659593899,16.05017755443096,1,2,27.5609756097561,19.0,22.0,14.92538495088016,20.588235294117645,29.014084507042256,10.0,1
13.04054054054054,22.66358396626808,15.922486964992704,0,3,25.365853658536587,10.0,34.0,22.75040695973897,15.294117647058822,49.29577464788733,19.65458581420772,0
13.141891891891891,22.33572418720612,15.436456034786753,1,1,51.707317073170735,10.0,10.0,26.25551136039102,15.294117647058822,35.352112676056336,18.2119817117984,0
13.141891891891891,17.412393361292317,14.481907846242931,1,2,14.390243902439025,19.0,10.0,17.203182892226735,15.294117647058822,16.338028169014084,10.0,1
13.141891891891891,24.861693589979044,17.323899144837476,0,4,18.78048780487805,10.0,10.0,19.925241311135835,10.0,49.29577464788733,10.0,0
13.141891891891891,19.495480355332376,14.997765090357571,0,2,23.170731707317078,10.0,16.0,15.811337926929436,10.0,30.281690140845072,10.0,0
13.141891891891891,24.53836226090413,17.955771197144976,1,2,16.585365853658537,10.0,10.0,18.49580081011693,10.0,29.014084507042256,29.0511995805144,0
13.141891891891891,20.902922611305527,15.36459690839465,1,1,51.707317073170735,10.0,10.0,26.168356939727428,10.0,34.08450704225352,18.735827923957917,0
13.243243243243244,25.655530872707786,17.504130749879998,0,4,16.585365853658537,10.0,10.0,20.00994886912087,10.0,49.29577464788733,24.93739369681589,0
13.243243243243244,25.114154676756726,17.62662030949076,1,2,23.170731707317078,10.0,10.0,18.09843520127209,10.0,27.74647887323944,28.32147536558613,0
13.243243243243244,25.84006520967981,17.645195416017522,1,2,14.390243902439025,28.0,10.0,30.33611070700409,10.0,16.338028169014084,25.936293622007696,0
13.344594594594597,21.752686251374257,15.930129294535146,0,3,25.365853658536587,10.0,28.0,22.5104272377183,10.0,48.02816901408451,20.232833249462335,0
13.344594594594597,19.04263535662801,15.545996091561712,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,0
13.344594594594597,21.55388729694305,15.951888705037923,0,1,40.73170731707317,19.0,28.0,16.92284104239348,10.0,31.549295774647888,27.146126574683297,1
13.445945945945947,24.505530998498063,17.545420558102343,1,2,18.78048780487805,19.0,10.0,16.267082288904305,10.0,29.014084507042256,27.83280623047487,0
13.445945945945947,19.04263535662801,17.34321725562531,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,20.963428185760748,0
13.445945945945947,18.363367858571475,16.15632102029817,1,2,12.195121951219512,10.0,10.0,23.12494394398972,15.294117647058822,34.08450704225352,10.0,1
13.445945945945947,25.62745448278812,17.562403512641097,1,2,18.78048780487805,10.0,10.0,19.149229455508618,10.0,27.74647887323944,28.15048908077128,0
13.445945945945947,19.04263535662801,14.35655241305376,1,2,10.0,10.0,10.0,17.896537395221824,10.0,10.0,14.938868638444609,0
13.445945945945947,22.438972846910715,15.51946022509491,1,2,20.97560975609756,10.0,10.0,27.148968040745142,15.294117647058822,26.47887323943662,10.0,1
13.445945945945947,17.272917101691377,14.033451702953972,1,0,17.682926829268293,10.0,16.0,19.44502911857752,20.588235294117645,37.887323943661976,10.0,1
13.445945945945947,24.593835773245416,18.38533380350957,0,3,31.951219512195124,10.0,34.0,19.69155516408688,10.0,53.098591549295776,10.0,1
13.445945945945947,19.835114104360645,14.458025566422812,1,2,23.170731707317078,10.0,10.0,16.638227371293457,10.0,32.816901408450704,10.0,0
13.445945945945947,36.2507453073937,24.740143104979424,1,3,19.87804878048781,28.0,10.0,25.70576348291588,15.294117647058822,35.352112676056336,10.0,1
13.445945945945947,29.91091532553266,20.38083096181312,1,2,23.170731707317078,28.0,28.0,16.170855076656274,25.88235294117647,22.676056338028168,10.0,1
13.64864864864865,24.909921582341056,19.46852787268445,0,0,14.390243902439025,10.0,10.0,21.00310388788797,10.0,40.42253521126761,25.401454802528285,0
13.64864864864865,25.802479074787357,18.551554471057624,1,2,14.390243902439025,28.0,10.0,31.87606937812293,10.0,16.338028169014084,25.95554598353028,0
13.64864864864865,21.741138703907296,15.467556070285845,0,2,23.170731707317078,10.0,10.0,14.170641155820263,10.0,29.014084507042256,25.0417482598518,0
13.64864864864865,20.650235102028496,15.332435438236883,1,3,10.21951219512195,10.0,10.0,14.761034253899595,20.588235294117645,31.549295774647888,10.0,1
13.64864864864865,29.463957311811452,21.41105944152026,1,3,23.170731707317078,10.0,10.0,24.040300150051955,10.0,44.225352112676056,22.7305933546873,0
13.64864864864865,15.623655616410096,13.927308237086764,1,3,29.75609756097561,19.0,22.0,16.969496744946664,15.294117647058822,30.281690140845072,10.0,1
13.75,24.77497377272716,19.46704186416231,0,0,16.585365853658537,10.0,10.0,20.57902772745107,10.0,39.15492957746479,24.979075493078632,0
13.75,22.227720655015133,15.848717256214996,0,3,29.75609756097561,10.0,28.0,22.33757400711565,15.294117647058822,48.02816901408451,19.346395041387364,0
13.75,27.75582597669861,18.52777833470337,1,3,25.365853658536587,10.0,10.0,31.188327713878127,10.0,23.943661971830988,29.16971886979198,0
13.85135135135135,22.8211740258172,15.874828548818328,0,3,29.75609756097561,10.0,28.0,23.802575327041357,20.588235294117645,49.29577464788733,19.772737299725087,0
13.85135135135135,24.448019683662608,18.747070735185027,0,0,14.390243902439025,10.0,10.0,20.928730634706422,10.0,39.15492957746479,26.52990581131944,0
13.85135135135135,15.328627099754206,11.59544243545003,1,2,20.97560975609756,10.0,10.0,17.838508741818153,10.0,20.140845070422536,24.52099872089515,1
13.85135135135135,24.88297730491815,18.133773789404287,1,2,18.78048780487805,10.0,10.0,18.67258743311113,10.0,29.014084507042256,28.26272336007264,0
13.85135135135135,19.495480355332376,15.492393641298772,1,2,31.951219512195124,10.0,10.0,16.27871022156662,25.88235294117647,26.47887323943662,10.0,1
13.85135135135135,19.04263535662801,12.1693070836611,1,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,0
13.85135135135135,48.24796785806832,35.187844450288885,0,4,10.0,10.0,10.0,20.164063417723032,10.0,37.887323943661976,10.0,0
13.85135135135135,24.38077220135501,16.13233259701218,1,2,23.170731707317078,19.0,22.0,14.748901018496667,15.294117647058822,27.74647887323944,27.78203446598785,1
13.85135135135135,22.54335361911207,16.42104282417099,0,3,27.5609756097561,10.0,34.0,24.14717548258718,10.0,48.02816901408451,19.88414824811635,0
13.85135135135135,19.04263535662801,16.549688704802048,0,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,24.72623197108484,0
13.952702702702702,19.04263535662801,12.849527484671114,1,2,10.0,10.0,10.0,17.896537395221824,10.0,30.281690140845072,24.570482051591068,0
13.952702702702702,20.28320423057861,15.698842682410492,0,2,20.97560975609756,10.0,10.0,15.010100211571489,10.0,30.281690140845072,26.05493442046033,0
13.952702702702702,24.666743818036814,18.403165905775268,1,2,18.78048780487805,10.0,10.0,19.444815147837105,10.0,29.014084507042256,27.79351563619734,0
13.952702702702702,12.35343545826656,14.82400823673295,1,5,10.0,10.0,10.0,25.958207282914916,10.0,25.211267605633804,29.34294683609571,0
13.952702702702702,29.92427425299444,21.220850350686217,1,3,25.365853658536587,10.0,10.0,24.917633597149983,10.0,45.49295774647888,21.260811789625407,0
13.952702702702702,14.586640569377112,12.855259231827944,1,2,31.951219512195124,10.0,10.0,15.061487871864134,15.294117647058822,16.338028169014084,10.0,1
13.952702702702702,18.58979035792365,16.63396661670061,1,0,10.878048780487806,10.0,10.0,14.758466274284554,20.588235294117645,20.140845070422536,10.0,1
13.952702702702702,32.374844963483085,20.05178621762477,1,0,20.97560975609756,10.0,16.0,14.535052045541692,10.0,30.281690140845072,10.0,1
13.952702702702702,16.551987863754036,14.176745381874706,1,3,36.34146341463415,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,1
13.952702702702702,23.82581065544282,22.57800070526436,1,1,16.585365853658537,10.0,10.0,17.727050738934135,10.0,27.74647887323944,10.0,1
13.952702702702702,32.175140319054464,22.916969863511294,1,0,38.53658536585366,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,1
13.952702702702702,19.04263535662801,23.161789767534017,1,2,48.41463414634147,10.0,22.0,19.391101546122343,10.0,27.74647887323944,10.0,1
13.952702702702702,19.04263535662801,10.116757812453931,1,2,12.195121951219512,10.0,10.0,14.216622570040736,20.588235294117645,20.140845070422536,10.0,1
13.952702702702702,17.27653986168101,14.546124643092597,1,2,23.170731707317078,10.0,10.0,14.391245185635553,15.294117647058822,21.408450704225352,10.0,1
13.952702702702702,19.04263535662801,16.716440089679434,1,2,31.951219512195124,10.0,10.0,15.580219759264407,15.294117647058822,25.211267605633804,10.0,1
13.952702702702702,37.3828578041546,25.868448147147863,1,0,29.75609756097561,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,1
13.952702702702702,13.29150387308264,11.830974786209367,1,2,23.170731707317078,10.0,10.0,16.833393823962687,15.294117647058822,13.802816901408452,10.0,1
13.952702702702702,19.04263535662801,14.67031249815723,1,2,10.0,10.0,16.0,31.98190572432818,10.0,17.605633802816904,10.0,1
13.952702702702702,14.67268111913094,12.783612392367576,1,2,18.78048780487805,10.0,10.0,15.749706415552096,25.88235294117647,21.408450704225352,10.0,1
13.952702702702702,10.891425379949531,13.24533646888994,1,5,25.365853658536587,10.0,16.0,35.810763368645496,25.88235294117647,63.23943661971831,10.0,1
13.952702702702702,19.04263535662801,17.05854048016945,1,2,51.707317073170735,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,1
13.952702702702702,19.04263535662801,19.14096913701824,1,2,51.707317073170735,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,1
13.952702702702702,26.09026207146397,18.438405536443177,0,2,12.195121951219512,10.0,10.0,19.70439506254729,20.588235294117645,22.676056338028168,10.0,0
13.952702702702702,25.95237076935849,18.305726204109167,0,0,51.707317073170735,10.0,16.0,33.14006454280764,15.294117647058822,40.42253521126761,10.0,0
13.952702702702702,15.428252999469166,12.865873578414664,1,3,36.34146341463415,10.0,10.0,24.06996045126202,10.0,26.47887323943662,10.0,0
13.952702702702702,18.363367858571475,14.494114344817664,1,1,31.951219512195124,10.0,10.0,23.854250161441325,10.0,34.08450704225352,10.0,0
13.952702702702702,19.04263535662801,11.968961291836742,0,2,13.731707317073171,10.0,10.0,31.33734283502041,15.294117647058822,27.74647887323944,10.0,0
13.952702702702702,25.48888391318458,17.420277411844904,0,2,20.97560975609756,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,0
13.952702702702702,19.04263535662801,13.01182084398208,1,2,16.585365853658537,10.0,10.0,30.55410904434324,15.294117647058822,42.95774647887324,10.0,0
13.952702702702702,26.339100398252015,18.66555255339901,0,3,10.658536585365852,10.0,10.0,17.896537395221824,10.0,30.281690140845072,10.0,0
13.952702702702702,19.04263535662801,16.09263494077784,1,1,13.292682926829269,10.0,10.0,13.988072382067791,10.0,15.070422535211268,10.0,0
13.952702702702702,19.04263535662801,13.131232243082689,1,2,10.0,10.0,28.0,18.253486565025455,62.94117647058823,16.338028169014084,10.0,1
13.952702702702702,27.32177404544048,19.60598366098249,0,3,62.6829268292683,10.0,10.0,13.988072382067791,25.88235294117647,27.74647887323944,10.0,0
13.952702702702702,23.09559809503204,17.72724431513287,0,3,42.926829268292686,10.0,10.0,26.881898157853204,15.294117647058822,32.816901408450704,10.0,0
13.952702702702702,11.835833624747476,11.99645244949635,1,1,38.53658536585366,37.0,46.0,27.588092559308706,10.0,40.42253521126761,10.0,1
13.952702702702702,27.396040625227997,17.91830255369385,1,0,45.1219512195122,10.0,10.0,20.31557421678246,15.294117647058822,53.098591549295776,10.0,1
13.952702702702702,28.816162541164868,20.60797797876895,1,0,23.170731707317078,55.0,28.0,19.45786901703793,36.47058823529412,45.49295774647888,10.0,1
13.952702702702702,24.929620339784694,17.17699658807726,0,3,10.21951219512195,10.0,10.0,20.158927458955183,10.0,48.02816901408451,10.0,1
13.952702702702702,25.73817508497133,18.18366121836188,0,3,13.073170731707318,10.0,16.0,16.327501834714667,10.0,26.47887323943662,10.0,1
13.952702702702702,15.872720365697496,13.057993251634317,0,2,14.390243902439025,19.0,10.0,27.11815228505648,15.294117647058822,17.605633802816904,10.0,1
13.952702702702702,18.58979035792365,12.598392044429296,1,2,27.5609756097561,37.0,22.0,22.585668219437984,15.294117647058822,30.281690140845072,10.0,1
13.952702702702702,28.04247686087847,15.51946022509491,0,3,40.73170731707317,19.0,22.0,21.09880800745963,20.588235294117645,31.549295774647888,10.0,1
13.952702702702702,19.648089119895744,15.453120558927903,1,1,31.951219512195124,10.0,10.0,23.76636172873708,10.0,34.08450704225352,21.50530048712969,0
13.952702702702702,23.570858921172267,17.11387306892603,1,2,20.97560975609756,10.0,10.0,17.48052469342477,10.0,39.15492957746479,10.0,1
13.952702702702702,27.681332974411745,19.475957915295155,0,2,12.195121951219512,10.0,10.0,19.296733160133613,20.588235294117645,22.676056338028168,26.415885464666644,0
13.952702702702702,25.09694656680596,19.06836700636507,0,0,16.585365853658537,10.0,10.0,21.457329142118127,10.0,39.15492957746479,26.04155950385655,0
13.952702702702702,21.12776015316224,15.022708804836368,0,2,20.97560975609756,10.0,16.0,15.32399694025089,10.0,29.014084507042256,25.31183800285096,0
